,video_id,view_count,like_count,comment_count,tags
415,KJmKjgH-Q9c,702250,10175,1442,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '海', 'サバイバル', 'サブノーティカ', '深海']"
416,sI0w8JzKAcc,1015481,12449,1213,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '脱出ゲーム', 'バカゲー']"
417,SeRe8N_5RVY,315306,7383,763,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'マリオ', '初代', 'スーパーマリオブラザーズ', 'ニンテンドースイッチ']"
418,VJhh0Clnobc,358736,8242,583,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '面白い', '声優', 'バカゲー']"
419,Av1gnMez2Lw,3770084,33534,3119,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '面白い']"
420,GkSQBVbcMjk,1203428,13157,1445,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', 'バイオハザード', 'バイオ', 'バイオハザードre2']"
421,-bajfbOmfcE,1012397,13326,1423,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '学校']"
422,VKKYlrRHYF4,665702,13926,1777,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バイオハザード', 'ホラーゲーム', 'ホラー', 'バイオハザードre2', '1-Shot Demo']"
423,-Y-2u-KGMlU,1868741,19122,1792,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '可愛い', '面白い']"
424,u4IGmuhLROk,1101282,14459,2087,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バイオ', 'バイオハザードRE2', 'ホラーゲーム', 'ホラー']"
425,EgndzAZBmrQ,181356,8482,1999,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ']"
426,qHs0cgek5hY,1159093,13933,2302,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', 'バイオハザード', 'バイオ', 'バイオハザードre2']"
427,aK1hwwgsgFE,2085181,21919,2402,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', 'Dark Deception', '面白い', '怖い']"
428,ZTcYqQXpE54,3100565,18845,1699,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ']"
429,oNhBt8HlJrg,507186,9191,799,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'フリーホラー', 'ホラーゲーム', '面白い', 'ホラー']"
430,pEG5p4lSvcY,372253,7814,874,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い', 'レトロ', 'Space Ace']"
431,ZLWDAra6BiU,862029,11131,1155,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ドラえもん', 'アニメ', '面白い']"
432,Bg0Gs3kz8ZY,286232,7211,961,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '猫', 'ねこ', '可愛い', '癒し', '面白い']"
433,PEi7vU7rel8,2169005,23986,3251,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バイオハザード', 'バイオハザードre2', 'ゾンビ', 'ホラーゲーム', 'ホラー', '怖い']"
434,mve5iyrvE-M,596758,18981,1648,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '質問', '面白い', '実写']"
435,dduhD0MRGU0,813301,10703,637,"['pockysweets', 'ポッキー', '生放送', 'フォートナイト', '面白い', 'ゲーム実況', '実況動画', 'マリオカート']"
436,VvwAh9ZKktA,287043,10514,909,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '実写', '箱', '謎']"
437,71Y7i53mHc8,473922,8982,502,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い', '鬼畜']"
438,xrs-EGCDOAU,320240,8180,884,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '面白い', 'バカゲー', '感動']"
439,0gJA7P96fI4,368642,8533,1264,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い']"
440,hDwrWU671gU,379081,11429,1231,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '面白い', 'クレヨン', '食べてはいけない']"
441,Btwn2LB4e_A,739043,10711,1416,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', 'バイオハザード', 'バイオ']"
442,vxbexoWmA4Y,1402880,13423,1029,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い']"
443,4SwsNvC-JQM,368231,6949,617,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '爆弾', 'バカゲー', '伝達']"
444,a7RqWGppXNU,576000,8410,1035,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '怖い', 'バイオハザードRE2', 'バイオハザード']"
445,i8vtR4fa6Oc,618624,11188,1014,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ']"
446,8rf08NADk6c,670887,9628,1412,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'アプリ', '面白い', 'ホラーゲーム', 'ホラー', '間違い探し']"
447,RWk3vMPUC6k,676226,10840,1321,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', 'バイオ', 'バイオハザードre2']"
448,tWEAedGD10g,310557,7262,951,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '感動', '恋']"
449,1Hy-OFXrl1s,1154674,9980,928,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い', '玉', '海外']"
450,CZZd3xnQ6tY,472835,7430,739,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'バイオハザードre2', 'バイオ', 'ホラー']"
451,gZVz8-ZUNeQ,709030,9290,1244,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'バイオハザード', 'バイオハザードRE2']"
452,04LlldXcfG4,300878,5990,654,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ']"
453,uJkzirIgPz8,788627,10595,1253,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', 'バイオハザード', 'バイオ', 'バイオハザードRE2']"
454,sQ1QZhW8bF4,598579,8519,1051,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'バイオハザード', 'バイオ', 'バイオハザードRE2']"
455,m_mRQZEOkVM,358749,15749,2908,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '寝落ち', '通話', 'LINE']"
456,QcIFeNRFeIQ,447705,7999,824,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '面白い', '時間']"
457,RrN27bv5LtU,486742,8234,1376,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'マリオカート', 'ダブルダッシュ', 'ゲームキューブ']"
458,EDvxrpWQteo,528438,9163,813,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '感動', '面白い', '記憶喪失']"
459,NDl03KtYp3c,779104,12056,1710,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', '女性', '恋愛', '付き合う']"
460,zN8u17ejeZI,842462,11419,1455,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バイオハザード', 'ホラーゲーム', 'ホラー', 'バイオハザードre2']"
461,ZbPoBKH3Hoc,327930,6047,323,"['pockysweets', 'ポッキー', '生放送', 'マリオパーティ', 'スーパーマリオパーティ', '面白い', 'ニンテンドースイッチ', 'マリオ', 'CPU', 'たつじん', 'スイッチ']"
462,qM02zHMDObM,875129,9766,1235,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', '面白い', 'バイオハザード', 'ホラー', 'バイオハザードre2']"
463,0l8qq01-PC0,876539,11860,1695,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '面白い', 'バイオハザードre2']"
464,E3aK0U82OR4,660731,11225,1528,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', 'バイオハザード', 'バイオハザードre2']"
465,Jj4S_72IJb8,1357445,11654,1511,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '海', 'サバイバル', '深海']"
466,AGJnm8V_Ggk,259285,7861,907,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'サイダー', '飲み比べ']"
467,FZqphS4E6I0,612683,9874,928,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'はらぺこりんちゃん', '闇']"
468,_QgwyHr0_Os,282944,7315,721,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '曲', '作曲', '歌', '路上ライブ']"
469,_kbhz9UDo4c,383182,9724,995,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い', 'アプリ', '俳句', '川柳']"
470,i1966eM2FYg,377631,12745,1363,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'LINE', '恋', 'モテる', '面白い', '笑う']"
471,s1unxoAj4bA,350304,10385,909,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '実写', '恋愛', '免許証', '恋愛免許証']"
472,4ljVdgdSW78,617278,12079,1539,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '怖い']"
473,iPXA7eou9hw,752856,8220,668,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い', 'ニンテンドースイッチ']"
474,XehAQC3csWc,323294,4971,510,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ヨッシー', 'ヨッシークラフトワールド', 'ニンテンドースイッチ']"
475,dWSO4e9zaKg,622591,8502,697,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い']"
476,uUx4M_zT0ps,418646,6683,560,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い', 'バイク', 'レース']"
477,TiTlWuVL8iA,370621,6932,659,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い', '爆笑', '江戸']"
478,L0GSFbyCZLk,448201,6964,597,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '怖い']"
479,4lVkaWqI5_g,378258,7379,809,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'マリオカート', 'マリオ', 'ニンテンドースイッチ']"
480,ANWqtq7oJz0,834068,11421,1215,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'Dead by Daylight', 'ホラーゲーム', 'ホラー']"
481,Y1f4Kbp05Ss,982634,11965,850,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', 'I hate this game', '面白い']"
482,46KYXUzihbs,513192,18476,1537,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '質問', 'コーナー', '面白い']"
483,Qy_6bYZWecs,510227,8901,775,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '恋']"
484,1UG_GqEo4as,1056874,13558,1294,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '都市伝説']"
485,eAMfLHYoJsg,2135536,28023,1547,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い', 'I hate this game']"
486,FQacIPQdpR8,821958,13587,1235,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'アプリ', '面白い', '下ネタ', 'バカゲー']"
487,Tf7Y-K6v7gU,888245,11739,910,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', '車', 'ヒッチハイク']"
488,wFZ_ba3HszU,2280311,31285,2189,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '怖い', '絶叫']"
489,q_xpXr25Yks,856348,13245,1937,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '怖い', '絶叫']"
490,DurjRhZXJtc,604700,8471,692,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '人形']"
491,rcc4wp2zD5c,748395,8094,582,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '農業', 'バトル', 'FPS', '面白い']"
492,PDoPxKPDdgw,871266,11743,1131,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '海', 'サバイバル', '面白い', '深海']"
493,ISqZ0DRksSk,1740068,17152,1033,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ゾンビ', 'バカゲー', '面白い', 'エレベーター']"
494,y3hbF7XqI9M,1513335,19840,1651,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '配信停止']"
495,myH3RTTgiQw,710669,9617,751,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', '古民家', 'ホラー']"
496,z7TDJWGjBsk,346224,7385,996,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '怖い', '絶叫']"
497,FOPxl94ESaU,760670,10119,1314,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ヨッシー', '面白い', 'ニンテンドースイッチ', 'ヨッシークラフトワールド']"
498,BwPkAR1ibMw,266519,6116,816,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '声優', 'icey', '面白い']"
499,-1rMVQIuVFg,177031,3010,104,"['pockysweets', 'ポッキー', '生放送', '面白い', 'Apex Legends', 'ゲーム実況', '実況動画', 'バトルロワイアル']"
500,Y212ukKpSTk,348913,4677,188,"['pockysweets', 'ポッキー', '生放送', '面白い', 'バトルロワイアル', '雑談', 'Apex Legends']"
501,7smhrkDXcjA,479175,14458,1055,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '料理', 'パスタ', 'クッキング', '面白い', '事故', '事件']"
502,y272Pst6vcs,243722,10075,1054,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '質問コーナー', '爆笑']"
503,5P6tPAc43Z0,420124,10467,964,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ']"
504,XIYNdjm411o,343026,6588,492,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'マリオ', 'マリオメーカー', '面白い']"
505,tE65riYZQA8,313222,4857,602,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ミニゲーム', '面白い', 'UNI']"
506,EDTyb7N3umw,1321366,17161,840,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '怖い', '絶叫']"
507,GrE2-bzG0gU,459375,8993,734,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '可愛い', '癒し', '面白い']"
508,_13PXCPRvqI,639518,8592,871,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', 'バカゲー', '面白い']"
509,gw8D54cSczg,1263335,15698,787,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ホラーゲーム', 'ホラー', '怖い', 'KENGOHAZARD2 Demo', 'バイオハザード', 'バイオ']"
510,YWCCWt5DhAE,1073123,13975,982,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い', '可愛い', '癒し', 'Human:Fall Flat']"
511,K2VDz7_wIes,1300602,11690,666,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '戦闘', '面白い']"
512,VFOE99nsvJs,366290,11790,1048,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', '報告']"
513,oBxJcW0mV2s,346666,7046,797,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ヤンデレ', 'バカゲー', '面白い', 'フリーゲーム']"
514,ostvHgTAtoc,866949,10729,759,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'バカゲー', '面白い', 'ふにゃふにゃ', '癒し']"
515,t6gEe8xhMlE,205110,3831,395,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'ヨッシー', '面白い', '癒し']"
516,TBJVARkdzHo,160097,4660,516,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'Coloring Game', '塗り絵', '面白い', 'バカゲー', '絵']"
517,xtBnd5L3YmQ,596378,9433,695,"['pockysweets', 'ポッキー', '実況プレイ', 'ゲーム実況', 'YouTube', 'Youtuber', 'pocky', 'game', '実況', 'ゆーちゅーぶ', 'ユーチューブ', 'Cooking Simulator', '料理', 'バカゲー']"
